termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
军旗、军徽、军歌相同或者近似,军旗、军徽、军歌相同或者近似,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-01-03,足以使公众将其与军旗、军徽、军歌相联系的,,
军衔,军衔,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-07,军队的军衔包括将官三级即上将、中将、少将，校官四级即大校、上校、中校、少校,,
开放许可声明的撤回,开放许可声明的撤回,撤回开放许可声明,high,1,1,examination-guideline:05-11-04,专利权人可以依据专利法实施细则第八十六条规定或者基于其他正当理由撤回开放许可声明,,
科学理论,科学理论,,high,1,1,examination-guideline:02-01-04-01,科学理论是对自然界认识的总结，是更为广义的发现,,
可作为商标注册的标志,可作为商标注册的标志,,high,1,1,trademark-exam-guide-2021:tmeg-06-08-02,可作为商标注册的标志,,
客观存在及声誉证明材料,客观存在及声誉证明材料,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-05-07,地理标志客观存在及其声誉证明材料可以是原件,,
口头审理通知,口头审理通知,,high,1,1,examination-guideline:04-04-03,合议组应当向当事人发出口头审理通知，通知进行口头审理的日期和地点等事项,,
扣留申请,扣留申请,,high,1,1,customs-ip-protection-2018:cusr-03-01,可以向货物进出境地海关提出扣留侵权嫌疑货物的申请,,
扣留申请书,扣留申请书,,high,1,1,customs-ip-protection-2018:cusr-03-02,申请书应当包括下列主要内容,,
快递方式提交,快递方式提交,,high,1,1,trademark-exam-guide-2021:tmeg-01-04-03-02-02,以快递方式提交的，以快递企业收寄日为准,,
扩展检索,扩展检索,,high,1,1,examination-guideline:02-07-06,扩展检索是在功能类似或应用类似的技术领域进行的检索。,,
滥用知识产权,滥用知识产权,,high,1,1,anti-monopoly-law-2022:aml-08-01,经营者滥用知识产权，排除、限制竞争的行为,,
连续三年不使用注册商标,连续三年不使用注册商标,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-04-01,连续三年不使用注册商标,,
连续使用,连续使用,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-01,连续使用注册商标,,
两个以上行政区划地名简称组成的商标,两个以上行政区划地名简称组成的商标,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-09-01-03,商标由两个或者两个以上行政区划的地名的简称组成,,
烈士姓名,烈士姓名,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-10,与烈士姓名相同或者含有烈士姓名的标志，且容易使公众将其与烈士姓名产生联想的,,
六面正投影视图,六面正投影视图,,high,1,1,examination-guideline:01-03-04-02,六面正投影视图的视图名称，是指主视图、后视图、左视图、右视图、俯视图和仰视图,,
垄断协议的适用除外情形,垄断协议的适用除外情形,,high,1,1,anti-monopoly-law-2022:aml-02-05,经营者能够证明所达成的协议属于下列情形之一的,,
轮候保全,轮候保全,,high,1,1,examination-guideline:05-07-07,可以轮候保全。专利局应当进行轮候登记,,
罗马数字,罗马数字,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-08,罗马数字不划分数字分卡，按英文字母划分英文分卡,,
马德里商标国际注册后续业务,马德里商标国际注册后续业务,,high,1,1,trademark-exam-guide-2021:tmeg-04-02-02,国内申请人马德里商标国际注册后续业务共九项,,
马库什要素,马库什要素,,high,1,1,examination-guideline:02-10-08,这种可选择要素称为马库什要素,,
民间信仰,民间信仰,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-03-05,本指南中的民间信仰主要指妈祖等民间信仰。,,
民事公益诉讼,民事公益诉讼,,high,1,1,anti-monopoly-law-2022:aml-07-05,设区的市级以上人民检察院可以依法向人民法院提起民事公益诉讼,,
民事责任优先承担,民事责任优先承担,,high,1,1,anti-unfair-competition-2025:aucl-04-13,民事责任优先承担,,
民事主体,民事主体,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-05-02,地理标志集体商标和地理标志证明商标的申请人首先应为民事主体,,
摹仿,摹仿,,high,1,1,trademark-exam-guide-2021:tmeg-06-10-05-05-02,摹仿是指系争商标抄袭他人驰名商标,,
农民专业合作社,农民专业合作社,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-03-01-01,农民专业合作社是在农村家庭承包经营基础上，农产品的生产运营者,,
排除法,排除法,,high,1,1,examination-guideline:02-10-05,权利要求采取排除法撰写形式，即指明不含C，则该权利要求仍有新颖性,,
判断客体,判断客体,,high,1,1,examination-guideline:04-05-03,将进行比较的对象称为判断客体,,
批准文件,批准文件,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-05-03,由该县、市人民政府或者行业主管部门出具批准文件,,
品质标准,品质标准,,high,1,1,trademark-exam-guide-2021:tmeg-06-09-07-03-02-03,使用证明商标的商品或者服务的品质应当高于国家标准,,
品种权的终止,品种权的终止,,high,1,1,plant-variety-regulations-2025:pvpr-06-03,有下列情形之一的，品种权在其保护期限届满前终止,,
品种权强制许可,品种权强制许可,,high,1,1,plant-variety-regulations-2025:pvpr-02-07,国务院农业农村、林业草原主管部门可以作出实施品种权强制许可的决定,,
品种权人,品种权人,品种权所有人,high,1,1,plant-variety-regulations-2025:pvpr-02-01,品种权所有人（以下称品种权人）,,
品种权无效,品种权无效,,high,1,1,plant-variety-regulations-2025:pvpr-06-04,对不符合本条例第十五条至第十八条规定的，宣告品种权无效,,
评审范围,评审范围,,high,1,1,trademark-exam-guide-2021:tmeg-01-04-03-03,属于驳回复审案件的评审范围,,
破坏证据,破坏证据,,high,1,1,ip-evidence-rules-2020:ipev-14,实施其他破坏证据的行为，致使证据不能使用的,,
普通形式的阿拉伯数字,普通形式的阿拉伯数字,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-03,普通形式的阿拉伯数字,,
期满未续展注销,期满未续展注销,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-06-04,核准该注册商标期满未续展注销,,
期限的起算日,期限的起算日,起算日,high,1,1,examination-guideline:05-07-02,大部分法定期限是自申请日、优先权日、授权公告日等固定日期起计算的,,
其他关系,其他关系,,high,1,1,trademark-exam-guide-2021:tmeg-06-12-02-04-01,其他关系是指双方商业往来之外的其他关系,,
其他缺乏显著特征的,其他缺乏显著特征的,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-01-03,其他缺乏显著特征的标志，是指前述两项规定以外的,,
歧视性措施,歧视性措施,,high,1,1,ic-layout-regulations-2026:icld-06-04,歧视性的禁止、限制或者其他类似措施,,
企事业单位简称,企事业单位简称,,high,1,1,trademark-exam-guide-2021:tmeg-06-03-02-02-08-02-03,但其整体是企事业单位简称,,
企业组织形式,企业组织形式,,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-09,其行业的组织形式，为行业公用,,
起诉期限,起诉期限,,high,1,1,patent-law:law-06-16,可以自收到通知之日起三个月内向人民法院起诉,,
前置审查意见,前置审查意见,,high,1,1,examination-guideline:04-02-03,前置审查意见分为下列三种类型,,
请求无效宣告,请求无效宣告,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-02-04,请求无效宣告案件，应当针对当事人申请和答辩的事实、理由及请求进行审理,,
区分措施,区分措施,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-01-06,能够避免混淆的区分措施主要是指，转、受让双方已达成相关协议或完成股份结构调整,,
曲艺作品,曲艺作品,,high,1,1,copyright-law-rules-2013:cplr-04,曲艺作品，是指相声、快书、大鼓、评书等以说唱为主要形式表演的作品,,
取得显著特征,取得显著特征,,high,1,1,trademark-exam-guide-2021:tmeg-06-06-05-02-02-05,经过长期或广泛使用起到了区分商品来源作用的，可以取得显著特征,,
取得专利权的药品,取得专利权的药品,,high,1,1,implementation-rules:rule-06-05,取得专利权的药品，是指解决公共健康问题所需的医药领域中的任何专利产品或者依照专利方法直接获得的产品,,
全部注销申请,全部注销申请,,high,1,1,trademark-exam-guide-2021:tmeg-04-02-07-03,全部注销申请，可涉及多个国际注册号,,
全部转让,全部转让,,high,1,1,trademark-exam-guide-2021:tmeg-04-02-05-04,全部转让申请，可涉及多个国际注册号,,
权利的部分放弃,权利的部分放弃,,high,1,1,examination-guideline:06-01-03,该部分放弃的生效日为国际局登记之日,,
权利要求的进一步限定,权利要求的进一步限定,,high,1,1,examination-guideline:04-03-04,权利要求的进一步限定是指在权利要求中补入其他权利要求中记载的一个或者多个技术特征,,
权利要求的删除,权利要求的删除,,high,1,1,examination-guideline:04-03-04,权利要求的删除是指从权利要求书中去掉某项或者某些项权利要求,,
确保效率原则,确保效率原则,,high,1,1,trademark-exam-guide-2021:tmeg-01-01-02-03,审查员应在符合规定的情况下尽可能缩短形式审查周期,,
人类胚胎干细胞,人类胚胎干细胞,,high,1,1,examination-guideline:02-10-09-01,人类胚胎干细胞不属于处于各个形成和发育阶段的人体,,
日常用语,日常用语,日常生活用语,high,1,1,trademark-exam-guide-2021:tmeg-06-04-02-02-03-12,属于日常生活用语，已被公众广泛使用,,
融合细胞,融合细胞,,high,1,1,examination-guideline:02-10-09-03,融合细胞可通过限定亲本细胞，融合细胞的功能和特征,,
三年时间期限,三年时间期限,,high,1,1,trademark-exam-guide-2021:tmeg-01-05-01-05,要求注册人提供的使用证据所覆盖的三年时间期限,,
色彩,色彩,,high,1,1,examination-guideline:01-03-07,色彩，是指用于产品上的颜色或者颜色的组合，制造该产品所用材料的本色不是外观设计的,,
删减不予核准,删减不予核准,,high,1,1,trademark-exam-guide-2021:tmeg-04-06-05-02-02,有下列情形之一的，删减不予核准,,
删减无效,删减无效,,high,1,1,trademark-exam-guide-2021:tmeg-04-06-05-02-03,该删减申请在中国无效,,
删减终局,删减终局,,high,1,1,trademark-exam-guide-2021:tmeg-04-06-05-03,删减终局决定,,
商标代理服务,商标代理服务,,high,1,1,trademark-exam-guide-2021:tmeg-06-13-04-01,商标代理服务是指商标代理机构接受委托人的委托，以委托人的名义办理商标注册申请,,
商标的使用,商标的使用,,high,1,1,trademark-exam-guide-2021:tmeg-06-01-03-06,商标的使用，是指将商标用于商品、商品包装或者容器以及商品交易文书上,,
商标电子申请用户,商标电子申请用户,,high,1,1,trademark-exam-guide-2021:tmeg-05-07-01,商标电子申请用户是指将商标申请文件以符合规定的电子文件形式,,
商标更正申请,商标更正申请,,high,1,1,trademark-exam-guide-2021:tmeg-03-01-04-05,商标更正申请的范围应为商标申请文件或者注册文件的明显错误,,
商标名称的修改,商标名称的修改,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-02-02,商标名称的修改,,
商标申请号,商标申请号,,high,1,1,trademark-exam-guide-2021:tmeg-05-01-04-02,给出相应的商标申请号,,
商标申请声明,商标申请声明,,high,1,1,trademark-exam-guide-2021:tmeg-01-02-03-01-03,应当在“商标申请声明”栏声明,,
商标申请书,商标申请书,,high,1,1,trademark-exam-guide-2021:tmeg-05-01-03-02,商标申请书应当使用 A4纸打字或者印刷,,
商标使用许可提前终止备案,商标使用许可提前终止备案,,high,1,1,trademark-exam-guide-2021:tmeg-03-02-02-07,商标使用许可提前终止备案,,
商标使用在指定服务上的具体表现形式,商标使用在指定服务上的具体表现形式,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-04-04,商标使用在指定服务上的具体表现形式,,
商标使用在指定商品上的具体表现形式,商标使用在指定商品上的具体表现形式,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-04-03,商标使用在指定商品上的具体表现形式,,
商标使用证据,商标使用证据,,high,1,1,trademark-exam-guide-2021:tmeg-06-17-06-04-02,商标使用证据,,
商标数字证书,商标数字证书,,high,1,1,trademark-exam-guide-2021:tmeg-05-07-02,视为承认该“商标数字证书”电子签名的法律效力,,
商标图形要素分类,商标图形要素分类,,high,1,1,trademark-exam-guide-2021:tmeg-02-03-01,商标图形要素分类是为方便图形商标的事先查询和审查而做的一项基础性工作,,
商标文字检索要素分类,商标文字检索要素分类,,high,1,1,trademark-exam-guide-2021:tmeg-02-02-01,商标文字检索要素分类是为方便文字商标的事先查询和审查而做的一项基础性工作,,
